customer_id,total_spent,total_orders,total_units,first_purchase,last_purchase
18241.0,2058.09,18,1047,2011-01-09 14:47:00,2011-11-30 12:10:00
12610.0,2057.99,7,1028,2011-05-08 13:52:00,2011-11-17 09:34:00
12518.0,2056.89,5,1318,2011-08-21 13:18:00,2011-12-10 10:36:00
13126.0,2056.29,10,2130,2010-08-12 11:42:00,2011-11-01 11:39:00
17667.0,2055.5099999999998,5,1037,2011-01-07 09:47:00,2011-12-05 15:21:00
12948.0,2053.7,8,1077,2011-03-20 10:17:00,2011-11-23 17:10:00
17086.0,2050.08,6,1859,2011-02-12 13:54:00,2011-11-15 13:07:00
17625.0,2047.0,4,1198,2011-03-27 12:21:00,2011-11-21 13:36:00
17597.0,2044.3700000000001,1,1176,2011-10-05 11:54:00,2011-10-05 11:54:00
14232.0,2043.93,8,1937,2011-03-20 12:44:00,2011-10-28 11:09:00
13450.0,2043.72,6,1982,2011-01-07 14:51:00,2011-11-13 11:54:00
14640.0,2042.15,8,829,2011-04-08 11:38:00,2011-11-24 11:00:00
17090.0,2041.85,8,920,2010-12-20 13:52:00,2011-12-09 15:01:00
17846.0,2033.1,1,1,2011-09-15 15:20:00,2011-09-15 15:20:00
14001.0,2030.33,4,959,2010-01-12 12:58:00,2011-10-25 10:31:00
16409.0,2028.88,5,1306,2011-01-26 14:51:00,2011-12-07 14:57:00
16358.0,2024.95,5,1301,2011-07-10 10:50:00,2011-10-06 14:28:00
14544.0,2024.45,2,1543,2010-12-13 12:50:00,2011-11-15 15:06:00
16875.0,2023.47,9,1044,2011-02-16 12:59:00,2011-12-04 12:40:00
18069.0,2021.82,7,1308,2011-01-16 14:48:00,2011-12-09 16:14:00
15341.0,2020.52,1,812,2011-09-20 09:40:00,2011-09-20 09:40:00
18219.0,2019.77,11,883,2010-06-12 10:05:00,2011-10-27 18:02:00
14188.0,2018.91,10,1145,2011-01-12 09:46:00,2011-09-29 12:15:00
14506.0,2012.17,5,730,2010-05-12 14:25:00,2011-11-22 13:02:00
15531.0,2007.44,2,1105,2011-01-12 18:43:00,2011-09-11 17:47:00
15372.0,2007.4,1,2924,2011-07-25 16:39:00,2011-07-25 16:39:00
16098.0,2005.6299999999999,7,613,2010-01-12 09:45:00,2011-09-13 09:59:00
14730.0,2005.06,8,1132,2011-03-28 12:52:00,2011-08-24 13:07:00
17082.0,2003.85,2,1049,2011-01-25 14:36:00,2011-06-11 15:17:00
16754.0,2002.4,1,4280,2010-02-12 17:38:00,2010-02-12 17:38:00
13305.0,2000.86,10,1232,2010-02-12 12:10:00,2011-11-18 11:07:00
18188.0,1998.49,4,1167,2011-02-22 14:43:00,2011-11-24 16:46:00
16698.0,1998.0,2,840,2011-03-31 13:33:00,2011-04-27 10:52:00
13630.0,1995.68,11,1377,2011-02-27 12:49:00,2011-09-25 10:30:00
17827.0,1995.46,5,1247,2010-10-12 10:18:00,2011-11-04 16:56:00
17612.0,1992.76,10,1787,2011-02-15 10:40:00,2011-10-17 14:59:00
17679.0,1992.1100000000001,2,729,2011-09-15 10:35:00,2011-10-18 07:43:00
17088.0,1991.01,4,868,2011-03-31 09:48:00,2011-11-11 14:23:00
13593.0,1990.28,6,707,2011-03-20 10:13:00,2011-08-23 13:35:00
13495.0,1990.12,6,814,2010-06-12 15:14:00,2011-04-21 15:15:00
17940.0,1983.5800000000002,14,9751,2011-03-08 11:24:00,2011-10-21 13:27:00
12585.0,1982.81,4,1258,2010-12-23 12:58:00,2011-05-01 15:32:00
18204.0,1979.3,4,1198,2011-05-31 15:26:00,2011-09-29 16:44:00
13590.0,1976.12,7,1846,2011-04-14 16:31:00,2011-12-07 10:46:00
15493.0,1967.25,7,555,2011-03-14 11:44:00,2011-07-13 11:32:00
14462.0,1965.9,15,932,2011-03-17 15:47:00,2011-11-08 09:57:00
17790.0,1965.55,14,836,2010-10-12 10:47:00,2011-12-07 11:15:00
17218.0,1960.72,10,958,2010-06-12 15:25:00,2011-11-28 13:27:00
16341.0,1959.38,6,1388,2011-05-22 13:20:00,2011-11-15 09:12:00
14498.0,1957.32,5,1098,2010-12-13 11:29:00,2011-10-28 12:09:00
17554.0,1952.45,5,1763,2011-07-14 20:01:00,2011-11-23 08:42:00
14653.0,1947.55,7,950,2011-03-10 14:59:00,2011-11-30 10:14:00
17337.0,1944.32,7,1240,2011-02-02 17:06:00,2011-12-05 20:13:00
14418.0,1937.25,3,1711,2011-06-12 11:39:00,2011-11-14 13:55:00
14472.0,1936.84,8,1160,2010-12-19 14:03:00,2011-10-07 12:23:00
14978.0,1931.42,5,525,2011-01-13 12:03:00,2011-09-28 13:07:00
14655.0,1930.15,5,1088,2011-01-05 14:59:00,2011-11-17 10:24:00
17406.0,1928.72,5,784,2010-08-12 10:35:00,2011-10-01 15:07:00
17490.0,1926.88,11,1021,2011-06-10 17:52:00,2011-09-27 11:52:00
14217.0,1925.3600000000001,24,677,2010-08-12 13:28:00,2011-11-30 15:18:00
12528.0,1922.28,8,750,2011-01-31 09:05:00,2011-11-30 14:40:00
13246.0,1922.1,7,1552,2011-01-13 13:36:00,2011-11-21 16:50:00
16983.0,1920.2,8,1366,2010-05-12 12:34:00,2011-12-06 12:50:00
12674.0,1919.31,7,1102,2011-01-11 12:12:00,2011-11-28 12:22:00
12457.0,1917.78,12,695,2011-02-08 16:23:00,2011-12-10 13:46:00
15518.0,1911.8899999999999,13,1262,2011-01-25 12:39:00,2011-11-01 13:09:00
14285.0,1910.01,4,541,2011-02-11 11:59:00,2011-11-18 14:50:00
16426.0,1908.25,10,1243,2011-02-12 12:59:00,2011-11-18 13:33:00
14409.0,1908.25,7,1158,2010-06-12 15:03:00,2011-09-29 18:18:00
17228.0,1906.09,8,1532,2010-02-12 16:00:00,2011-11-24 10:24:00
16150.0,1906.07,10,1004,2010-02-12 18:27:00,2011-12-09 09:43:00
15819.0,1905.45,4,1357,2011-05-24 14:38:00,2011-10-21 14:50:00
14250.0,1904.05,3,1200,2011-02-12 14:29:00,2011-11-09 13:44:00
16938.0,1903.13,5,1025,2011-01-12 10:20:00,2011-12-06 13:17:00
14210.0,1900.8899999999999,7,759,2010-03-12 12:43:00,2011-09-09 12:55:00
12762.0,1898.52,2,1227,2011-02-12 10:23:00,2011-11-14 14:23:00
16942.0,1894.1100000000001,10,807,2011-03-06 13:43:00,2011-11-27 12:40:00
12584.0,1893.95,18,354,2011-03-14 11:45:00,2011-11-30 16:37:00
17870.0,1889.4,13,1400,2010-08-12 08:12:00,2011-11-25 11:20:00
14934.0,1888.84,3,1041,2011-02-03 11:48:00,2011-09-28 09:45:00
12371.0,1887.96,2,591,2011-10-26 10:16:00,2011-11-10 10:43:00
15641.0,1887.2,4,1562,2010-12-15 14:45:00,2011-08-26 14:04:00
12853.0,1881.7,9,782,2011-01-28 10:28:00,2011-09-05 11:24:00
17463.0,1881.36,6,1090,2011-01-30 15:48:00,2011-11-23 13:40:00
16170.0,1880.42,7,1766,2011-04-19 09:43:00,2011-10-20 08:21:00
16128.0,1880.22,5,988,2011-02-03 12:21:00,2011-11-22 11:14:00
17293.0,1875.1100000000001,9,1140,2010-12-13 14:55:00,2011-12-10 14:22:00
16986.0,1873.2,2,1040,2011-09-11 15:52:00,2011-10-11 11:55:00
15021.0,1872.28,13,829,2010-07-12 08:57:00,2011-11-13 12:31:00
15157.0,1869.5,5,2242,2010-12-16 13:44:00,2011-08-08 13:53:00
15367.0,1867.69,5,1055,2011-05-20 12:21:00,2011-10-13 14:13:00
14524.0,1867.68,9,676,2010-12-14 11:01:00,2011-09-29 12:39:00
17787.0,1865.19,4,910,2010-03-12 13:43:00,2011-10-07 11:24:00
17738.0,1863.35,5,1027,2011-02-03 16:26:00,2011-11-20 15:05:00
15351.0,1862.14,10,732,2010-05-12 10:48:00,2011-11-27 12:52:00
14887.0,1862.0,1,1100,2011-09-21 15:32:00,2011-09-21 15:32:00
13982.0,1861.11,5,1132,2010-09-12 13:57:00,2011-10-31 16:24:00
13890.0,1860.86,14,826,2010-12-16 09:31:00,2011-11-21 11:29:00
17422.0,1853.1299999999999,10,2195,2011-02-16 14:44:00,2011-12-06 13:22:00
12423.0,1849.11,9,1327,2010-12-21 10:54:00,2011-09-12 10:10:00
13421.0,1848.98,3,1180,2011-02-22 15:46:00,2011-10-30 14:21:00
18180.0,1843.75,6,1721,2011-05-12 08:39:00,2011-12-09 14:39:00
17469.0,1843.06,6,778,2011-05-07 10:21:00,2011-11-23 13:15:00
12950.0,1843.0,3,1380,2011-01-12 15:55:00,2011-11-15 13:48:00
15814.0,1842.73,6,1247,2011-03-11 14:42:00,2011-11-23 08:17:00
17015.0,1842.56,3,1981,2011-07-06 13:19:00,2011-11-11 10:45:00
16102.0,1842.1399999999999,3,942,2011-02-09 11:54:00,2011-10-28 13:19:00
16455.0,1841.18,7,988,2010-03-12 16:44:00,2011-07-10 12:17:00
12963.0,1841.03,9,873,2010-09-12 09:14:00,2011-11-29 16:44:00
12383.0,1839.31,6,1529,2010-12-22 14:28:00,2011-12-01 14:10:00
14216.0,1839.3,4,594,2011-01-12 14:58:00,2011-11-23 13:24:00
17519.0,1839.07,7,1233,2010-06-12 15:18:00,2011-11-22 16:43:00
14459.0,1837.92,1,760,2011-07-07 13:35:00,2011-07-07 13:35:00
18287.0,1837.28,3,1586,2011-05-22 10:39:00,2011-12-10 10:23:00
16152.0,1829.04,1,642,2011-03-16 09:47:00,2011-03-16 09:47:00
15203.0,1827.8,6,1753,2011-01-02 12:29:00,2011-11-14 08:16:00
18122.0,1826.21,6,1234,2011-01-12 13:08:00,2011-12-07 11:37:00
16153.0,1824.23,5,1073,2010-12-20 09:22:00,2011-10-21 10:50:00
16169.0,1822.97,4,1325,2011-01-12 15:28:00,2011-10-31 12:21:00
16201.0,1821.52,5,1267,2011-06-12 16:02:00,2011-11-23 11:06:00
14533.0,1812.62,9,2777,2010-12-22 11:07:00,2011-11-15 12:05:00
16474.0,1811.47,11,918,2011-01-09 17:22:00,2011-11-22 14:04:00
13725.0,1809.81,11,659,2011-02-20 10:43:00,2011-11-02 17:14:00
13650.0,1809.34,7,918,2011-03-17 12:37:00,2011-12-09 12:45:00
16979.0,1809.05,8,860,2011-02-15 09:20:00,2011-11-22 13:20:00
13048.0,1805.91,5,1230,2011-01-16 14:36:00,2011-11-25 13:23:00
12381.0,1803.96,6,783,2011-05-12 12:44:00,2011-12-10 11:30:00
14305.0,1803.76,5,1069,2011-07-27 14:14:00,2011-11-08 10:24:00
15812.0,1801.14,5,922,2011-01-26 12:12:00,2011-11-07 12:30:00
16249.0,1800.07,5,950,2011-04-14 13:50:00,2011-10-18 10:07:00
13562.0,1799.3300000000002,3,757,2011-07-21 15:12:00,2011-09-19 10:51:00
13196.0,1797.78,4,1224,2011-03-22 14:24:00,2011-11-28 13:54:00
17750.0,1797.57,9,3957,2011-01-09 17:09:00,2011-10-14 15:59:00
12348.0,1797.24,4,2341,2010-12-16 19:09:00,2011-09-25 13:13:00
18235.0,1796.48,3,1578,2011-06-05 13:35:00,2011-11-08 15:56:00
18179.0,1793.17,6,1360,2011-01-04 13:21:00,2011-11-30 16:23:00
17648.0,1789.55,5,486,2011-04-04 10:29:00,2011-10-10 09:41:00
17663.0,1788.27,9,793,2011-02-11 10:44:00,2011-11-14 08:56:00
13875.0,1786.79,5,1316,2011-03-27 11:14:00,2011-11-02 15:39:00
13510.0,1785.16,5,1382,2011-05-09 14:11:00,2011-10-25 13:51:00
14608.0,1785.15,4,437,2010-12-12 14:49:00,2011-10-11 18:37:00
14935.0,1784.71,1,935,2011-02-15 14:44:00,2011-02-15 14:44:00
17629.0,1784.12,9,1621,2010-12-15 09:58:00,2011-11-21 17:04:00
17705.0,1781.12,10,957,2011-03-23 08:22:00,2011-11-02 10:57:00
15260.0,1780.77,8,861,2010-02-12 12:09:00,2011-08-31 13:55:00
16380.0,1780.59,1,1524,2011-09-10 15:40:00,2011-09-10 15:40:00
14215.0,1777.92,7,1354,2010-06-12 15:34:00,2011-11-28 12:19:00
17092.0,1777.78,4,1131,2011-05-08 16:10:00,2011-10-20 19:51:00
13481.0,1776.81,8,1127,2010-06-12 15:12:00,2011-10-25 09:07:00
16841.0,1774.62,7,2234,2011-02-25 12:40:00,2011-10-05 10:20:00
16719.0,1773.92,8,1202,2010-06-12 12:06:00,2011-11-25 09:27:00
14387.0,1770.56,3,819,2011-07-11 12:29:00,2011-09-26 12:58:00
16681.0,1770.34,6,1407,2011-03-31 13:46:00,2011-09-28 11:11:00
15864.0,1769.78,8,1044,2011-01-02 10:22:00,2011-11-17 13:32:00
15594.0,1767.53,6,982,2011-04-19 10:08:00,2011-11-24 08:53:00
14621.0,1765.76,6,987,2010-12-16 13:00:00,2011-09-11 15:02:00
16751.0,1764.72,1,1031,2011-09-11 10:48:00,2011-09-11 10:48:00
17873.0,1764.36,6,999,2010-01-12 14:54:00,2011-09-20 16:41:00
12424.0,1760.96,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00
12823.0,1759.5,5,230,2011-02-16 12:15:00,2011-09-26 07:35:00
15220.0,1758.92,7,1377,2011-04-03 10:24:00,2011-10-19 12:39:00
12349.0,1757.55,1,631,2011-11-21 09:51:00,2011-11-21 09:51:00
12645.0,1755.3799999999999,5,1072,2011-01-09 10:27:00,2011-08-22 12:40:00
13808.0,1747.66,5,782,2011-04-09 12:07:00,2011-10-24 12:38:00
12523.0,1745.57,13,861,2011-01-04 09:19:00,2011-12-01 09:43:00
15067.0,1744.76,3,954,2011-02-03 12:10:00,2011-09-22 13:20:00
15674.0,1744.02,8,1075,2011-03-30 09:19:00,2011-10-05 10:51:00
13134.0,1740.6299999999999,7,1044,2011-04-13 12:57:00,2011-09-28 09:22:00
14595.0,1740.6,6,978,2011-01-30 13:36:00,2011-11-20 12:12:00
17930.0,1740.48,5,1594,2011-04-11 10:23:00,2011-09-29 12:11:00
17353.0,1740.0,2,1200,2011-02-08 17:19:00,2011-08-07 16:17:00
17754.0,1739.92,6,1820,2011-02-11 12:37:00,2011-09-12 11:20:00
15241.0,1738.59,9,1815,2011-01-03 11:02:00,2011-09-27 14:00:00
13456.0,1737.82,7,756,2011-05-16 15:34:00,2011-11-22 09:18:00
17457.0,1737.7,5,826,2011-01-04 13:04:00,2011-05-19 10:32:00
14673.0,1736.4,5,1004,2010-07-12 12:49:00,2011-11-30 12:36:00
17043.0,1735.18,4,998,2011-03-18 14:53:00,2011-10-19 10:56:00
15050.0,1727.17,5,1184,2011-09-29 13:22:00,2011-11-14 16:17:00
13157.0,1721.57,5,1430,2011-02-14 14:03:00,2011-12-04 14:04:00
17702.0,1719.72,6,1320,2010-09-12 13:40:00,2011-09-21 16:42:00
15267.0,1717.36,5,944,2011-07-07 11:36:00,2011-12-10 11:09:00
17813.0,1714.6,7,777,2011-01-11 15:26:00,2011-11-25 16:13:00
12405.0,1710.3899999999999,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00
13094.0,1708.86,16,1542,2010-06-12 10:34:00,2011-11-18 14:07:00
15947.0,1708.24,1,898,2011-09-18 10:46:00,2011-09-18 10:46:00
12407.0,1708.12,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00
17162.0,1707.21,11,1000,2011-02-06 09:02:00,2011-11-11 11:34:00
16902.0,1706.88,1,629,2011-08-15 14:17:00,2011-08-15 14:17:00
16791.0,1706.28,8,759,2011-03-21 14:18:00,2011-11-01 15:42:00
15950.0,1705.26,5,722,2010-12-15 11:56:00,2011-09-22 11:17:00
17282.0,1703.41,3,1877,2011-01-08 14:29:00,2011-06-19 10:20:00
16007.0,1701.94,4,1393,2011-02-10 13:26:00,2011-12-06 12:01:00
13824.0,1698.94,5,768,2011-02-02 13:07:00,2011-12-04 08:42:00
14834.0,1698.35,8,731,2011-04-10 17:22:00,2011-12-10 13:30:00
16775.0,1695.66,11,440,2010-07-12 15:15:00,2011-11-29 15:22:00
12764.0,1693.88,1,386,2011-01-27 10:19:00,2011-01-27 10:19:00
16813.0,1692.98,10,1525,2011-01-06 12:11:00,2011-10-20 15:20:00
16671.0,1692.27,3,875,2011-04-11 09:32:00,2011-11-11 13:40:00
13763.0,1689.46,3,725,2011-04-07 14:53:00,2011-07-10 15:13:00
12635.0,1689.18,2,1172,2011-08-07 08:43:00,2011-11-09 11:04:00
15240.0,1685.57,7,1361,2010-03-12 10:09:00,2011-12-04 10:30:00
15380.0,1682.36,6,374,2010-09-12 15:01:00,2011-10-24 10:30:00
13924.0,1682.08,11,1532,2011-06-10 15:46:00,2011-11-30 11:05:00
12843.0,1680.76,9,753,2011-03-05 11:44:00,2011-10-05 11:04:00
17147.0,1679.6399999999999,6,878,2011-01-02 09:36:00,2011-11-17 12:32:00
14245.0,1677.48,5,971,2011-03-21 10:41:00,2011-06-16 14:33:00
16638.0,1676.47,11,1254,2010-06-12 10:19:00,2011-11-17 11:09:00
13149.0,1676.06,4,1280,2011-02-23 13:57:00,2011-11-25 13:09:00
17656.0,1674.69,5,1399,2011-03-08 10:45:00,2011-12-09 15:14:00
17193.0,1674.46,9,1238,2011-01-11 09:51:00,2011-12-10 12:16:00
13647.0,1670.22,5,894,2011-04-19 09:49:00,2011-11-30 12:00:00
16115.0,1667.97,8,1001,2011-02-20 12:14:00,2011-12-06 13:00:00
12912.0,1662.3,5,670,2011-01-12 13:03:00,2011-11-25 13:58:00
15214.0,1661.44,8,1254,2011-01-11 10:12:00,2011-11-29 14:51:00
15024.0,1661.33,10,920,2010-07-12 13:20:00,2011-11-30 12:06:00
15332.0,1661.06,4,652,2010-05-12 12:00:00,2010-08-12 14:43:00
14045.0,1659.75,4,535,2010-01-12 11:32:00,2011-08-22 15:27:00
13577.0,1658.3,5,771,2011-07-14 10:11:00,2011-12-09 09:43:00
15549.0,1655.76,4,688,2011-01-27 15:38:00,2011-09-23 16:22:00
16711.0,1651.03,5,833,2010-12-17 12:43:00,2011-11-13 11:51:00
15826.0,1649.36,4,962,2011-05-13 10:44:00,2011-10-19 13:24:00
17451.0,1648.95,10,1178,2011-08-12 15:02:00,2011-11-30 15:20:00
13184.0,1648.79,12,1662,2011-01-04 12:19:00,2011-11-25 12:02:00
13750.0,1647.26,5,516,2011-02-16 09:08:00,2011-10-17 12:16:00
13162.0,1644.99,5,1663,2011-04-20 15:38:00,2011-11-01 16:59:00
15002.0,1641.76,4,862,2010-07-12 13:16:00,2011-08-16 10:44:00
17284.0,1641.68,7,1362,2011-04-18 11:53:00,2011-11-08 12:00:00
15827.0,1641.48,20,842,2010-02-12 13:06:00,2011-11-05 14:28:00
14837.0,1641.2,5,1430,2011-05-22 12:49:00,2011-11-09 10:58:00
12398.0,1635.6599999999999,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00
15953.0,1634.53,10,885,2010-05-12 15:15:00,2011-12-05 11:44:00
14164.0,1631.77,2,1033,2011-09-20 12:18:00,2011-09-30 12:24:00
16398.0,1631.15,4,745,2011-03-31 09:38:00,2011-08-07 15:16:00
12377.0,1628.12,2,944,2010-12-20 09:37:00,2011-01-28 15:45:00
16515.0,1627.13,5,833,2011-01-02 13:09:00,2011-12-07 11:16:00
14759.0,1625.97,3,569,2011-04-21 10:55:00,2011-08-19 08:57:00
16987.0,1625.05,7,402,2011-05-18 15:55:00,2011-10-28 17:26:00
13425.0,1624.21,3,1123,2011-02-18 08:34:00,2011-08-23 17:13:00
15172.0,1624.05,5,1611,2011-01-12 11:51:00,2011-09-30 13:15:00
13627.0,1624.02,7,1266,2010-12-17 09:52:00,2011-11-10 14:20:00
12530.0,1623.63,5,900,2011-04-20 09:31:00,2011-11-10 12:34:00
17673.0,1622.22,7,1485,2011-01-23 15:16:00,2011-08-12 13:06:00
17101.0,1621.73,4,815,2011-06-14 14:49:00,2011-11-29 13:57:00
14178.0,1620.93,7,1505,2011-01-12 12:01:00,2011-11-11 12:10:00
14937.0,1617.63,4,483,2011-01-08 14:16:00,2011-10-14 12:29:00
14336.0,1614.91,4,1759,2011-04-05 15:37:00,2011-11-23 11:40:00
18161.0,1612.79,6,810,2011-01-04 08:22:00,2011-11-29 15:38:00
15122.0,1612.13,6,788,2011-02-15 09:59:00,2011-09-15 16:27:00
14312.0,1611.59,6,1012,2011-02-02 12:38:00,2011-11-03 13:31:00
13614.0,1610.46,4,570,2011-01-13 12:37:00,2011-11-15 14:47:00
14918.0,1610.15,2,675,2011-08-07 12:50:00,2011-08-16 11:50:00
12669.0,1607.73,4,1114,2011-03-28 10:15:00,2011-12-07 09:54:00
12868.0,1607.06,6,928,2010-01-12 12:50:00,2011-12-01 15:25:00
15791.0,1604.44,3,730,2011-02-06 14:24:00,2011-10-27 10:14:00
12783.0,1603.87,8,622,2011-07-11 11:57:00,2011-10-17 11:12:00
14573.0,1603.72,13,538,2010-02-12 19:59:00,2011-11-05 12:32:00
16466.0,1603.46,7,789,2011-02-20 11:39:00,2011-12-06 11:47:00
16992.0,1601.86,6,857,2011-02-02 16:31:00,2011-11-29 11:50:00
17828.0,1599.97,9,641,2011-01-12 09:34:00,2011-11-23 13:42:00
14587.0,1598.24,10,759,2011-01-02 12:54:00,2011-12-01 13:16:00
14719.0,1592.18,6,1031,2011-04-04 14:17:00,2011-11-29 12:52:00
14970.0,1592.06,4,250,2011-01-04 13:33:00,2011-07-25 14:45:00
13850.0,1586.81,2,941,2011-02-08 14:04:00,2011-12-09 18:00:00
16332.0,1583.2,8,793,2011-01-08 13:29:00,2011-11-11 14:22:00
12393.0,1582.6,4,816,2011-01-14 11:36:00,2011-11-01 09:47:00
16889.0,1578.67,3,925,2011-05-29 11:05:00,2011-10-04 11:24:00
13634.0,1575.16,5,704,2011-01-16 15:30:00,2011-11-04 16:17:00
18178.0,1573.41,6,979,2010-10-12 12:42:00,2011-08-18 06:34:00
15611.0,1568.39,15,498,2011-01-06 16:12:00,2011-11-30 12:36:00
15111.0,1567.48,3,710,2010-02-12 11:45:00,2011-10-11 16:58:00
16496.0,1562.22,4,1091,2011-01-06 16:29:00,2011-05-16 10:48:00
13814.0,1562.12,3,862,2011-07-25 13:54:00,2011-10-14 16:57:00
18239.0,1561.61,5,795,2010-02-12 17:48:00,2011-05-05 12:38:00
17837.0,1560.53,10,515,2011-05-10 15:18:00,2011-11-10 14:34:00
16676.0,1558.72,5,631,2011-04-20 15:32:00,2011-10-05 15:10:00
13313.0,1555.32,5,851,2011-04-01 10:00:00,2011-11-17 16:48:00
17085.0,1555.05,6,784,2010-12-12 12:24:00,2011-08-08 14:15:00
14038.0,1554.48,4,963,2011-05-16 14:05:00,2011-09-22 13:37:00
16369.0,1553.66,3,1035,2011-05-27 09:39:00,2011-11-21 16:25:00
15660.0,1552.01,12,1037,2010-09-12 09:49:00,2011-11-14 16:58:00
13659.0,1550.85,3,879,2011-01-23 12:08:00,2011-05-26 19:56:00
15117.0,1550.13,6,1947,2011-08-05 12:38:00,2011-11-25 08:12:00
12865.0,1548.07,3,877,2010-12-15 11:39:00,2011-11-13 14:31:00
14704.0,1546.91,9,1082,2011-07-20 12:01:00,2011-12-06 13:59:00
12352.0,1545.41,11,470,2011-01-03 14:57:00,2011-09-28 14:58:00
14441.0,1545.1399999999999,10,430,2010-09-12 14:57:00,2011-11-18 16:21:00
14442.0,1544.62,5,475,2011-01-27 09:33:00,2011-08-12 11:53:00
15701.0,1542.14,4,923,2011-02-10 14:00:00,2011-09-27 10:41:00
16365.0,1540.42,9,504,2010-07-12 17:19:00,2011-12-07 17:15:00
13186.0,1539.69,5,804,2011-03-08 09:09:00,2011-11-08 10:14:00
13397.0,1539.18,6,429,2011-02-18 12:13:00,2011-09-28 10:56:00
13849.0,1537.95,2,1016,2011-06-22 10:11:00,2011-10-19 10:59:00
12877.0,1535.77,12,1178,2010-12-16 12:23:00,2011-11-15 13:21:00
17159.0,1534.73,4,1110,2011-06-10 18:56:00,2011-11-18 10:52:00
16283.0,1531.51,7,1222,2011-02-10 13:49:00,2011-11-08 12:00:00
12759.0,1531.44,3,902,2011-06-21 09:26:00,2011-10-18 14:49:00
14321.0,1530.75,5,2406,2011-06-16 11:38:00,2011-11-29 09:47:00
14567.0,1524.46,3,410,2011-01-08 13:48:00,2011-10-14 10:21:00
15620.0,1524.4,6,899,2010-12-16 14:34:00,2011-10-20 19:17:00
13107.0,1524.07,5,1288,2011-01-14 17:00:00,2011-10-26 14:52:00
16244.0,1522.75,2,855,2010-02-12 11:41:00,2011-12-05 10:18:00
16434.0,1522.25,7,767,2011-02-13 12:17:00,2011-10-23 12:18:00
16066.0,1521.8700000000001,5,936,2011-07-08 14:33:00,2011-11-23 11:54:00
15906.0,1521.79,8,538,2011-02-10 13:46:00,2011-11-20 12:24:00
13764.0,1521.76,3,932,2011-06-01 14:53:00,2011-09-30 12:03:00
16790.0,1520.1200000000001,8,892,2011-02-11 11:23:00,2011-11-23 14:37:00
16880.0,1519.08,7,753,2011-01-09 11:22:00,2011-10-07 12:25:00
13213.0,1518.43,6,1357,2011-03-08 13:06:00,2011-10-14 11:42:00
12818.0,1517.8799999999999,2,923,2011-03-23 12:06:00,2011-06-14 13:54:00
15532.0,1517.08,6,508,2010-12-16 16:45:00,2011-11-14 14:51:00
16748.0,1515.9,5,880,2011-02-11 14:52:00,2011-11-22 10:17:00
15392.0,1515.73,5,1265,2010-12-14 15:50:00,2011-12-09 10:01:00
16053.0,1511.95,2,1793,2011-07-11 11:21:00,2011-09-08 14:57:00
17997.0,1511.3,12,2078,2011-02-09 15:48:00,2011-10-07 15:17:00
16910.0,1510.06,8,886,2011-05-12 12:51:00,2011-11-30 14:33:00
15265.0,1506.1200000000001,2,612,2011-04-18 12:16:00,2011-11-07 14:46:00
15625.0,1504.56,8,1166,2011-01-08 10:23:00,2011-08-31 16:13:00
12937.0,1504.27,4,1007,2011-03-17 14:19:00,2011-11-24 15:05:00
17152.0,1503.5,4,477,2011-03-21 16:20:00,2011-05-29 12:19:00
15530.0,1502.35,4,950,2011-06-23 17:20:00,2011-11-18 12:25:00
16762.0,1501.3799999999999,3,618,2011-07-18 12:52:00,2011-11-20 11:43:00
17571.0,1498.51,4,905,2011-02-14 15:15:00,2011-10-20 15:57:00
16279.0,1496.68,4,1052,2011-06-16 11:50:00,2011-11-18 15:00:00
13320.0,1491.7,6,1066,2011-08-25 12:10:00,2011-12-05 19:44:00
15916.0,1491.24,10,752,2010-08-12 12:49:00,2011-11-23 13:46:00
15057.0,1489.5,2,668,2011-01-28 09:09:00,2011-09-03 15:17:00
14963.0,1487.8,5,1176,2011-06-11 12:44:00,2011-11-30 12:16:00
17002.0,1487.78,4,678,2011-02-22 11:46:00,2011-09-27 16:48:00
17553.0,1487.6,1,1048,2011-02-08 10:00:00,2011-02-08 10:00:00
16395.0,1486.8999999999999,5,1476,2011-01-13 12:10:00,2011-10-10 12:50:00
14878.0,1485.54,9,802,2010-12-16 12:11:00,2011-12-06 11:26:00
14414.0,1485.1299999999999,8,2509,2010-12-16 11:11:00,2011-09-09 12:09:00
16755.0,1484.6299999999999,5,1058,2011-01-28 10:47:00,2011-08-17 13:21:00
14758.0,1484.06,4,419,2011-03-25 12:10:00,2011-07-18 08:21:00
18016.0,1483.56,5,1029,2010-10-12 17:14:00,2011-09-26 14:06:00
16016.0,1483.31,10,618,2010-08-12 12:36:00,2011-11-24 19:07:00
15427.0,1483.14,3,1013,2011-06-11 14:17:00,2011-10-23 14:47:00
17590.0,1479.22,3,828,2011-07-12 12:55:00,2011-11-22 16:06:00
15983.0,1475.02,4,892,2010-01-12 12:15:00,2011-11-17 17:34:00
14246.0,1474.06,3,804,2011-07-25 11:37:00,2011-08-21 11:50:00
16348.0,1469.45,7,819,2011-01-06 17:42:00,2011-09-22 14:29:00
12826.0,1468.12,8,1054,2010-09-12 15:21:00,2011-10-11 15:37:00
